dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description,Data,Hora,Normal (kWh),Horario Economico (kWh),Autoconsumo (kWh)
1674158400.0,2023-01-19 20:00:00+00:00,local,11.9,11.65,11.21,12.82,1020.0,1020.4,997.1,96,5.72,0.11,100.0,light rain,2023-01-19,20,1.535,0.0,0.0
1674162000.0,2023-01-19 21:00:00+00:00,local,11.91,11.66,11.68,12.82,1021.0,1020.6,997.3,96,5.61,,100.0,overcast clouds,2023-01-19,21,0.893,0.0,0.0
1674165600.0,2023-01-19 22:00:00+00:00,local,12.39,12.19,11.68,12.82,1020.0,1020.7,997.4,96,5.88,,99.0,overcast clouds,2023-01-19,22,0.0,0.603,0.0
1674169200.0,2023-01-19 23:00:00+00:00,local,12.4,12.2,11.77,13.04,1021.0,1020.9,997.6,96,5.75,,100.0,overcast clouds,2023-01-19,23,0.0,0.567,0.0
1674172800.0,2023-01-20 00:00:00+00:00,local,12.4,12.2,11.77,13.04,1021.0,1021.0,997.7,96,5.2,,100.0,overcast clouds,2023-01-20,0,0.0,1.579,0.0
1674176400.0,2023-01-20 01:00:00+00:00,local,12.48,12.29,11.77,13.82,1021.0,1020.8,997.5,96,4.69,,100.0,overcast clouds,2023-01-20,1,0.0,0.517,0.0
1674180000.0,2023-01-20 02:00:00+00:00,local,12.4,12.2,11.77,13.04,1021.0,1020.9,997.6,96,4.7,,100.0,overcast clouds,2023-01-20,2,0.0,0.378,0.0
1674183600.0,2023-01-20 03:00:00+00:00,local,12.48,12.29,11.68,13.82,1021.0,1021.2,997.9,96,4.19,,100.0,overcast clouds,2023-01-20,3,0.0,0.329,0.0
1674187200.0,2023-01-20 04:00:00+00:00,local,12.4,12.2,11.68,13.04,1021.0,1021.1,997.8,96,3.41,,100.0,overcast clouds,2023-01-20,4,0.0,0.328,0.0
1674190800.0,2023-01-20 05:00:00+00:00,local,12.4,12.2,11.77,13.04,1021.0,1021.3,997.9,96,2.35,,100.0,overcast clouds,2023-01-20,5,0.0,0.319,0.0
1674194400.0,2023-01-20 06:00:00+00:00,local,12.38,12.18,11.68,12.82,1021.0,1021.6,998.2,96,1.92,,100.0,overcast clouds,2023-01-20,6,0.0,0.325,0.0
1674198000.0,2023-01-20 07:00:00+00:00,local,12.38,12.18,11.68,12.82,1022.0,1022.1,998.7,96,1.59,,99.0,overcast clouds,2023-01-20,7,0.0,0.617,0.0
1674201600.0,2023-01-20 08:00:00+00:00,local,12.38,12.18,11.68,12.82,1022.0,1022.7,999.2,96,1.55,,100.0,overcast clouds,2023-01-20,8,0.637,0.0,0.011
1674205200.0,2023-01-20 09:00:00+00:00,local,12.39,12.19,11.77,12.82,1023.0,1023.4,1000.0,96,1.86,,94.0,overcast clouds,2023-01-20,9,1.361,0.0,0.05
1674208800.0,2023-01-20 10:00:00+00:00,local,12.49,12.3,12.32,13.82,1024.0,1024.1,1000.7,96,2.59,,94.0,overcast clouds,2023-01-20,10,1.397,0.0,0.168
1674212400.0,2023-01-20 11:00:00+00:00,local,12.99,12.85,12.32,13.9,1024.0,1024.6,1001.3,96,3.3,,92.0,overcast clouds,2023-01-20,11,0.832,0.0,0.4
1674216000.0,2023-01-20 12:00:00+00:00,local,13.11,12.98,12.93,14.82,1024.0,1024.0,1000.8,96,3.76,,88.0,overcast clouds,2023-01-20,12,0.0,0.0,0.304
1674219600.0,2023-01-20 13:00:00+00:00,local,13.6,13.52,13.43,15.57,1024.0,1023.3,1000.1,96,3.92,,94.0,overcast clouds,2023-01-20,13,0.0,0.0,0.256
1674223200.0,2023-01-20 14:00:00+00:00,local,14.59,14.48,13.99,15.34,1023.0,1022.9,999.8,91,4.39,,97.0,overcast clouds,2023-01-20,14,0.2,0.0,0.141
1674226800.0,2023-01-20 15:00:00+00:00,local,14.59,14.38,13.99,15.34,1023.0,1023.0,999.8,87,4.45,,98.0,overcast clouds,2023-01-20,15,0.197,0.0,0.171
1674230400.0,2023-01-20 16:00:00+00:00,local,14.5,14.28,13.72,14.79,1023.0,1023.4,1000.1,87,3.77,,91.0,overcast clouds,2023-01-20,16,0.218,0.0,0.076
1674234000.0,2023-01-20 17:00:00+00:00,local,14.02,13.78,13.34,14.04,1023.0,1023.5,1000.2,88,3.39,,99.0,overcast clouds,2023-01-20,17,0.277,0.0,0.0
1674237600.0,2023-01-20 18:00:00+00:00,local,13.48,13.29,12.79,13.82,1024.0,1023.9,1000.5,92,3.21,,88.0,overcast clouds,2023-01-20,18,0.422,0.0,0.0
1674241200.0,2023-01-20 19:00:00+00:00,local,13.48,13.31,12.79,13.82,1024.0,1024.2,1000.8,93,2.83,,99.0,overcast clouds,2023-01-20,19,0.606,0.0,0.0
1674244800.0,2023-01-20 20:00:00+00:00,local,12.91,12.71,12.72,13.12,1024.0,1024.3,1000.9,94,2.15,,99.0,overcast clouds,2023-01-20,20,0.426,0.0,0.0
1674248400.0,2023-01-20 21:00:00+00:00,local,13.0,12.84,12.23,13.82,1024.0,1024.4,1001.0,95,1.69,,85.0,overcast clouds,2023-01-20,21,0.431,0.0,0.0
1674252000.0,2023-01-20 22:00:00+00:00,local,12.91,12.74,12.57,12.93,1024.0,1024.6,1001.1,95,1.73,,76.0,broken clouds,2023-01-20,22,0.0,0.751,0.0
1674255600.0,2023-01-20 23:00:00+00:00,local,12.89,12.72,12.23,12.93,1024.0,1024.7,1001.1,95,2.03,,85.0,overcast clouds,2023-01-20,23,0.0,0.492,0.0
1674259200.0,2023-01-21 00:00:00+00:00,local,12.89,12.72,12.23,12.93,1024.0,1024.4,1001.0,95,2.31,,95.0,overcast clouds,2023-01-21,0,0.0,0.384,0.0
1674262800.0,2023-01-21 01:00:00+00:00,local,12.4,12.18,12.23,12.82,1024.0,1024.2,1000.8,95,2.4,,100.0,overcast clouds,2023-01-21,1,0.0,0.381,0.0
1674266400.0,2023-01-21 02:00:00+00:00,local,12.4,12.18,12.23,12.82,1024.0,1024.0,1000.6,95,2.62,,100.0,overcast clouds,2023-01-21,2,0.0,0.263,0.0
1674270000.0,2023-01-21 03:00:00+00:00,local,12.4,12.18,12.23,12.82,1024.0,1024.2,1000.8,95,2.65,,99.0,overcast clouds,2023-01-21,3,0.0,0.304,0.0
1674273600.0,2023-01-21 04:00:00+00:00,local,12.3,12.07,11.68,12.57,1024.0,1023.9,1000.5,95,2.71,,99.0,overcast clouds,2023-01-21,4,0.0,0.246,0.0
1674277200.0,2023-01-21 05:00:00+00:00,local,12.3,12.07,11.68,12.57,1024.0,1023.8,1000.4,95,2.81,,93.0,overcast clouds,2023-01-21,5,0.0,0.296,0.0
1674280800.0,2023-01-21 06:00:00+00:00,local,12.21,11.94,10.72,12.37,1024.0,1023.7,1000.3,94,2.81,,81.0,broken clouds,2023-01-21,6,0.0,0.36,0.0
1674284400.0,2023-01-21 07:00:00+00:00,local,12.19,11.89,10.72,12.37,1024.0,1024.1,1000.6,93,2.86,,63.0,broken clouds,2023-01-21,7,0.0,0.248,0.0
1674288000.0,2023-01-21 08:00:00+00:00,local,11.69,11.34,10.66,12.01,1024.0,1024.4,1000.9,93,2.77,,55.0,broken clouds,2023-01-21,8,0.267,0.0,0.027
1674291600.0,2023-01-21 09:00:00+00:00,local,12.26,12.0,10.66,12.37,1025.0,1024.7,1001.2,94,3.1,,40.0,scattered clouds,2023-01-21,9,0.139,0.0,0.3
1674295200.0,2023-01-21 10:00:00+00:00,local,12.95,12.62,11.21,13.82,1025.0,1025.1,1001.8,89,3.72,,36.0,scattered clouds,2023-01-21,10,0.0,0.0,0.385
1674298800.0,2023-01-21 11:00:00+00:00,local,14.54,14.19,12.32,14.82,1025.0,1025.2,1002.0,82,3.86,,33.0,scattered clouds,2023-01-21,11,0.211,0.0,0.508
1674302400.0,2023-01-21 12:00:00+00:00,local,15.14,14.56,12.88,15.82,1025.0,1025.0,1001.8,71,4.19,,49.0,scattered clouds,2023-01-21,12,0.636,0.0,0.711
1674306000.0,2023-01-21 13:00:00+00:00,local,15.55,14.91,13.43,15.7,1024.0,1024.3,1001.2,67,4.2,,56.0,broken clouds,2023-01-21,13,0.723,0.0,0.549
1674309600.0,2023-01-21 14:00:00+00:00,local,15.57,14.93,13.68,15.7,1023.0,1023.6,1000.5,67,4.5,,60.0,broken clouds,2023-01-21,14,0.833,0.0,0.344
1674313200.0,2023-01-21 15:00:00+00:00,local,15.1,14.39,14.23,15.15,1023.0,1023.5,1000.4,66,4.54,,62.0,broken clouds,2023-01-21,15,0.567,0.0,0.384
1674316800.0,2023-01-21 16:00:00+00:00,local,15.1,14.39,13.68,15.57,1024.0,1023.7,1000.5,66,3.84,,37.0,scattered clouds,2023-01-21,16,0.838,0.0,0.132
1674320400.0,2023-01-21 17:00:00+00:00,local,14.54,13.83,13.12,15.82,1024.0,1024.0,1000.7,68,3.34,,36.0,scattered clouds,2023-01-21,17,0.521,0.0,0.002
1674324000.0,2023-01-21 18:00:00+00:00,local,13.42,12.65,12.01,13.6,1024.0,1024.4,1001.0,70,3.71,,37.0,scattered clouds,2023-01-21,18,0.449,0.0,0.0
1674327600.0,2023-01-21 19:00:00+00:00,local,12.05,11.53,11.45,12.88,1025.0,1024.9,1001.4,85,3.67,,19.0,few clouds,2023-01-21,19,0.373,0.0,0.0
1674331200.0,2023-01-21 20:00:00+00:00,local,11.74,10.93,10.34,12.32,1025.0,1025.6,1002.0,75,3.52,,6.0,sky is clear,2023-01-21,20,0.37,0.0,0.0
1674334800.0,2023-01-21 21:00:00+00:00,local,11.14,10.29,9.23,11.77,1025.0,1026.2,1002.5,76,3.31,,1.0,sky is clear,2023-01-21,21,0.424,0.0,0.0
1674338400.0,2023-01-21 22:00:00+00:00,local,10.59,9.74,8.68,11.21,1026.0,1026.6,1002.8,78,2.85,,0.0,sky is clear,2023-01-21,22,0.0,0.39,0.0
1674342000.0,2023-01-21 23:00:00+00:00,local,10.14,9.46,7.57,11.21,1026.0,1026.9,1003.0,86,2.51,,2.0,sky is clear,2023-01-21,23,0.0,0.473,0.0
1674345600.0,2023-01-22 00:00:00+00:00,local,9.55,8.5,7.57,10.66,1026.0,1026.7,1002.7,81,2.21,,4.0,sky is clear,2023-01-22,0,0.0,0.336,0.0
1674349200.0,2023-01-22 01:00:00+00:00,local,9.44,8.51,7.57,10.1,1027.0,1026.8,1002.8,80,2.03,,5.0,sky is clear,2023-01-22,1,0.0,0.386,0.0
1674352800.0,2023-01-22 02:00:00+00:00,local,9.34,8.46,6.72,9.59,1027.0,1027.1,1003.1,81,1.96,,7.0,sky is clear,2023-01-22,2,0.0,0.343,0.0
1674356400.0,2023-01-22 03:00:00+00:00,local,9.43,8.51,7.57,9.59,1027.0,1027.7,1003.6,76,2.02,,6.0,sky is clear,2023-01-22,3,0.0,0.329,0.0
1674360000.0,2023-01-22 04:00:00+00:00,local,8.75,7.63,5.72,9.04,1028.0,1028.0,1003.9,73,2.13,,8.0,sky is clear,2023-01-22,4,0.0,0.287,0.0
1674363600.0,2023-01-22 05:00:00+00:00,local,8.34,7.12,6.72,8.99,1028.0,1028.5,1004.4,75,2.16,,4.0,sky is clear,2023-01-22,5,0.0,0.264,0.0
1674367200.0,2023-01-22 06:00:00+00:00,local,7.26,5.96,5.72,8.43,1028.0,1028.9,1004.8,77,2.04,,0.0,sky is clear,2023-01-22,6,0.0,0.308,0.0
1674370800.0,2023-01-22 07:00:00+00:00,local,7.33,6.11,6.68,7.88,1029.0,1029.0,1004.9,72,1.97,,0.0,sky is clear,2023-01-22,7,0.0,0.664,0.0
1674374400.0,2023-01-22 08:00:00+00:00,local,6.34,5.05,6.26,7.57,1030.0,1029.5,1005.4,73,1.88,,61.0,broken clouds,2023-01-22,8,0.145,0.0,0.118
1674378000.0,2023-01-22 09:00:00+00:00,local,7.69,6.28,5.72,7.93,1030.0,1030.7,1006.6,68,2.25,,99.0,overcast clouds,2023-01-22,9,0.0,0.0,0.309
1674381600.0,2023-01-22 10:00:00+00:00,local,8.4,7.79,7.57,8.6,1031.0,1031.5,1007.6,66,1.53,,97.0,overcast clouds,2023-01-22,10,0.0,0.0,0.284
1674385200.0,2023-01-22 11:00:00+00:00,local,9.59,9.59,8.43,9.82,1031.0,1031.1,1007.4,60,1.32,,100.0,overcast clouds,2023-01-22,11,0.0,0.0,0.44
1674388800.0,2023-01-22 12:00:00+00:00,local,10.17,8.65,9.54,10.82,1031.0,1031.0,1007.4,54,1.38,,0.0,sky is clear,2023-01-22,12,0.478,0.0,0.91
1674392400.0,2023-01-22 13:00:00+00:00,local,11.32,9.84,9.54,12.82,1030.0,1030.4,1006.8,51,1.17,,0.0,sky is clear,2023-01-22,13,0.944,0.0,0.887
1674396000.0,2023-01-22 14:00:00+00:00,local,11.9,10.43,10.1,13.82,1029.0,1029.8,1006.3,49,1.0,,0.0,sky is clear,2023-01-22,14,0.002,0.0,0.504
1674399600.0,2023-01-22 15:00:00+00:00,local,11.9,10.22,10.66,13.82,1029.0,1029.5,1006.0,41,0.53,,2.0,sky is clear,2023-01-22,15,0.0,0.0,0.353
1674403200.0,2023-01-22 16:00:00+00:00,local,12.37,10.6,10.66,12.82,1029.0,1029.5,1006.0,36,1.35,,80.0,broken clouds,2023-01-22,16,1.355,0.0,0.09
1674406800.0,2023-01-22 17:00:00+00:00,local,11.76,9.93,10.72,11.82,1029.0,1029.5,1005.8,36,1.23,,85.0,overcast clouds,2023-01-22,17,0.582,0.0,0.0
1674410400.0,2023-01-22 18:00:00+00:00,local,9.13,8.36,7.57,10.1,1029.0,1029.6,1005.9,65,1.8,,11.0,few clouds,2023-01-22,18,1.569,0.0,0.0
1674414000.0,2023-01-22 19:00:00+00:00,local,8.2,7.12,7.57,9.54,1030.0,1029.9,1006.2,69,1.97,,0.0,sky is clear,2023-01-22,19,1.84,0.0,0.0
1674417600.0,2023-01-22 20:00:00+00:00,local,8.8,7.7,7.57,8.99,1030.0,1030.1,1006.3,75,2.11,,0.0,sky is clear,2023-01-22,20,0.55,0.0,0.0
1674421200.0,2023-01-22 21:00:00+00:00,local,7.2,5.61,6.72,8.43,1030.0,1030.0,1005.8,81,2.37,,0.0,sky is clear,2023-01-22,21,0.385,0.0,0.0
1674424800.0,2023-01-22 22:00:00+00:00,local,7.92,6.52,5.34,8.43,1030.0,1029.9,1005.7,84,2.29,,0.0,sky is clear,2023-01-22,22,0.0,0.342,0.0
1674428400.0,2023-01-22 23:00:00+00:00,local,6.89,5.51,4.23,7.32,1030.0,1030.0,1005.7,83,2.06,,0.0,sky is clear,2023-01-22,23,0.0,0.465,0.0
1674432000.0,2023-01-23 00:00:00+00:00,local,5.99,4.44,3.68,6.77,1029.0,1029.8,1005.5,83,2.08,,1.0,sky is clear,2023-01-23,0,0.0,0.455,0.0
1674435600.0,2023-01-23 01:00:00+00:00,local,5.84,4.46,3.12,6.21,1029.0,1029.6,1005.2,83,1.89,,5.0,sky is clear,2023-01-23,1,0.0,0.305,0.0
1674439200.0,2023-01-23 02:00:00+00:00,local,4.99,3.35,2.57,5.66,1029.0,1029.7,1005.3,84,2.01,,0.0,sky is clear,2023-01-23,2,0.0,0.348,0.0
1674442800.0,2023-01-23 03:00:00+00:00,local,3.4,1.53,2.57,5.1,1029.0,1029.6,1005.2,87,1.98,,1.0,sky is clear,2023-01-23,3,0.0,0.332,0.0
1674446400.0,2023-01-23 04:00:00+00:00,local,4.11,2.34,2.01,5.1,1029.0,1029.3,1004.8,88,1.99,,1.0,sky is clear,2023-01-23,4,0.0,0.285,0.0
1674450000.0,2023-01-23 05:00:00+00:00,local,4.0,2.04,2.01,5.01,1029.0,1029.0,1004.5,89,2.16,,3.0,sky is clear,2023-01-23,5,0.0,0.301,0.0
1674453600.0,2023-01-23 06:00:00+00:00,local,3.83,1.85,1.45,3.99,1028.0,1028.3,1003.8,91,2.15,,5.0,sky is clear,2023-01-23,6,0.0,0.275,0.0
1674457200.0,2023-01-23 07:00:00+00:00,local,3.12,1.0,1.45,4.45,1028.0,1028.5,1004.0,91,2.17,,4.0,sky is clear,2023-01-23,7,0.0,1.683,0.0
1674460800.0,2023-01-23 08:00:00+00:00,local,3.83,1.81,1.45,3.99,1028.0,1028.6,1004.1,91,2.19,,3.0,sky is clear,2023-01-23,8,0.23,0.0,0.133
1674464400.0,2023-01-23 09:00:00+00:00,local,6.55,4.49,2.57,6.82,1028.0,1028.7,1004.4,63,2.82,,0.0,sky is clear,2023-01-23,9,0.0,0.0,0.299
1674468000.0,2023-01-23 10:00:00+00:00,local,7.89,6.45,5.1,7.93,1028.0,1028.9,1004.9,57,2.34,,0.0,sky is clear,2023-01-23,10,0.0,0.0,0.294
1674471600.0,2023-01-23 11:00:00+00:00,local,9.42,8.62,6.21,9.59,1028.0,1028.6,1004.8,56,1.88,,0.0,sky is clear,2023-01-23,11,0.0,0.0,0.3
1674475200.0,2023-01-23 12:00:00+00:00,local,10.7,9.13,9.23,10.82,1027.0,1027.9,1004.3,50,1.79,,0.0,sky is clear,2023-01-23,12,0.0,0.0,0.301
1674478800.0,2023-01-23 13:00:00+00:00,local,11.21,9.48,10.34,11.26,1027.0,1026.9,1003.4,42,1.51,,6.0,sky is clear,2023-01-23,13,0.0,0.0,0.37
1674482400.0,2023-01-23 14:00:00+00:00,local,11.33,9.64,8.99,12.82,1026.0,1026.1,1002.6,43,1.28,,16.0,few clouds,2023-01-23,14,0.0,0.0,0.295
1674486000.0,2023-01-23 15:00:00+00:00,local,11.84,10.05,9.54,12.82,1025.0,1025.6,1002.1,37,1.39,,0.0,sky is clear,2023-01-23,15,0.0,0.0,0.307
1674489600.0,2023-01-23 16:00:00+00:00,local,11.77,9.94,9.23,11.82,1025.0,1025.2,1001.7,36,1.6,,0.0,sky is clear,2023-01-23,16,0.152,0.0,0.136
1674493200.0,2023-01-23 17:00:00+00:00,local,11.09,9.33,8.68,11.68,1025.0,1025.1,1001.4,41,1.82,,0.0,sky is clear,2023-01-23,17,0.453,0.0,0.001
1674496800.0,2023-01-23 18:00:00+00:00,local,7.95,6.43,5.82,9.54,1025.0,1025.1,1001.2,51,2.45,,0.0,sky is clear,2023-01-23,18,0.368,0.0,0.0
1674500400.0,2023-01-23 19:00:00+00:00,local,6.82,5.08,4.15,8.43,1025.0,1025.4,1001.5,63,2.47,,0.0,sky is clear,2023-01-23,19,1.346,0.0,0.0
1674504000.0,2023-01-23 20:00:00+00:00,local,5.49,3.41,3.6,8.43,1025.0,1025.8,1001.8,65,2.59,,0.0,sky is clear,2023-01-23,20,0.444,0.0,0.0
1674507600.0,2023-01-23 21:00:00+00:00,local,4.52,2.48,3.04,7.32,1025.0,1026.0,1001.8,68,2.33,,0.0,sky is clear,2023-01-23,21,0.369,0.0,0.0
1674511200.0,2023-01-23 22:00:00+00:00,local,4.89,2.99,1.93,6.77,1026.0,1026.1,1001.8,65,2.25,,0.0,sky is clear,2023-01-23,22,0.0,0.419,0.0
1674514800.0,2023-01-23 23:00:00+00:00,local,5.47,3.5,2.49,6.21,1026.0,1026.5,1002.2,67,2.45,,0.0,sky is clear,2023-01-23,23,0.0,0.31,0.0
1674518400.0,2023-01-24 00:00:00+00:00,local,4.65,2.59,1.93,6.12,1026.0,1026.6,1002.3,69,2.38,,0.0,sky is clear,2023-01-24,0,0.0,0.351,0.0
1674522000.0,2023-01-24 01:00:00+00:00,local,3.28,0.92,1.38,5.66,1026.0,1026.3,1002.0,71,2.44,,0.0,sky is clear,2023-01-24,1,0.0,0.376,0.0
1674525600.0,2023-01-24 02:00:00+00:00,local,2.42,0.02,0.82,5.1,1026.0,1026.7,1002.3,76,2.32,,0.0,sky is clear,2023-01-24,2,0.0,0.373,0.0
1674529200.0,2023-01-24 03:00:00+00:00,local,3.08,0.91,0.82,5.1,1027.0,1027.2,1002.7,78,2.21,,0.0,sky is clear,2023-01-24,3,0.0,0.351,0.0
1674532800.0,2023-01-24 04:00:00+00:00,local,1.78,-0.73,0.72,5.1,1027.0,1027.1,1002.6,81,2.32,,0.0,sky is clear,2023-01-24,4,0.0,0.361,0.0
1674536400.0,2023-01-24 05:00:00+00:00,local,2.37,-0.11,0.26,5.1,1027.0,1027.4,1002.9,81,2.39,,1.0,sky is clear,2023-01-24,5,0.0,0.339,0.0
1674540000.0,2023-01-24 06:00:00+00:00,local,3.01,0.73,0.26,5.1,1027.0,1027.2,1002.6,82,2.3,,0.0,sky is clear,2023-01-24,6,0.0,0.362,0.0
1674543600.0,2023-01-24 07:00:00+00:00,local,2.26,-0.11,-0.29,5.1,1027.0,1027.8,1003.2,83,2.26,,0.0,sky is clear,2023-01-24,7,0.0,1.157,0.0
1674547200.0,2023-01-24 08:00:00+00:00,local,3.2,0.98,2.72,4.54,1027.0,1028.1,1003.5,84,2.28,,0.0,sky is clear,2023-01-24,8,0.291,0.0,0.171
1674550800.0,2023-01-24 09:00:00+00:00,local,5.67,3.36,2.49,6.26,1028.0,1028.6,1004.3,61,2.93,,0.0,sky is clear,2023-01-24,9,0.0,0.0,0.305
1674554400.0,2023-01-24 10:00:00+00:00,local,7.67,6.33,4.54,7.93,1028.0,1028.9,1004.9,59,2.17,,0.0,sky is clear,2023-01-24,10,0.0,0.0,0.355
1674558000.0,2023-01-24 11:00:00+00:00,local,8.78,8.78,5.66,9.04,1028.0,1028.8,1005.0,57,1.31,,0.0,sky is clear,2023-01-24,11,0.0,0.0,0.347
1674561600.0,2023-01-24 12:00:00+00:00,local,10.08,8.5,8.04,10.15,1027.0,1027.6,1003.9,52,0.99,,0.0,sky is clear,2023-01-24,12,0.0,0.0,0.358
1674565200.0,2023-01-24 13:00:00+00:00,local,11.11,9.66,9.23,11.26,1027.0,1026.8,1003.2,53,0.58,,0.0,sky is clear,2023-01-24,13,0.0,0.0,0.364
1674568800.0,2023-01-24 14:00:00+00:00,local,11.82,10.34,11.12,11.93,1026.0,1026.2,1002.7,49,0.12,,1.0,sky is clear,2023-01-24,14,0.0,0.0,0.341
1674572400.0,2023-01-24 15:00:00+00:00,local,11.84,10.36,10.9,13.04,1026.0,1025.8,1002.3,49,0.61,,3.0,sky is clear,2023-01-24,15,0.0,0.0,0.356
1674576000.0,2023-01-24 16:00:00+00:00,local,11.79,10.43,9.54,13.6,1026.0,1025.9,1002.5,54,0.62,,4.0,sky is clear,2023-01-24,16,0.185,0.0,0.149
1674579600.0,2023-01-24 17:00:00+00:00,local,11.18,9.79,10.1,11.68,1026.0,1026.1,1002.5,55,0.88,,3.0,sky is clear,2023-01-24,17,0.534,0.0,0.001
1674583200.0,2023-01-24 18:00:00+00:00,local,8.1,7.06,7.72,10.01,1026.0,1026.7,1002.9,65,1.91,,3.0,sky is clear,2023-01-24,18,2.337,0.0,0.0
1674586800.0,2023-01-24 19:00:00+00:00,local,6.96,5.45,5.26,8.9,1027.0,1027.2,1003.2,68,2.22,,3.0,sky is clear,2023-01-24,19,2.198,0.0,0.0
1674590400.0,2023-01-24 20:00:00+00:00,local,6.93,5.34,4.71,8.9,1027.0,1027.7,1003.7,77,2.31,,6.0,sky is clear,2023-01-24,20,0.647,0.0,0.0
1674594000.0,2023-01-24 21:00:00+00:00,local,5.32,3.29,4.15,7.79,1027.0,1028.1,1004.0,80,2.49,,5.0,sky is clear,2023-01-24,21,0.516,0.0,0.0
1674597600.0,2023-01-24 22:00:00+00:00,local,6.06,4.23,5.72,7.23,1028.0,1028.6,1004.4,81,2.41,,3.0,sky is clear,2023-01-24,22,0.0,0.469,0.0
1674601200.0,2023-01-24 23:00:00+00:00,local,6.09,4.61,3.6,6.68,1028.0,1029.0,1004.7,78,2.03,,4.0,sky is clear,2023-01-24,23,0.0,0.418,0.0
1674604800.0,2023-01-25 00:00:00+00:00,local,4.08,2.49,2.49,6.12,1028.0,1029.0,1004.7,82,1.83,,9.0,sky is clear,2023-01-25,0,0.0,0.394,0.0
1674608400.0,2023-01-25 01:00:00+00:00,local,5.46,4.18,1.38,6.68,1029.0,1029.0,1004.6,78,1.74,,6.0,sky is clear,2023-01-25,1,0.0,0.378,0.0
1674612000.0,2023-01-25 02:00:00+00:00,local,4.67,3.28,1.93,6.68,1029.0,1029.1,1004.7,83,1.73,,4.0,sky is clear,2023-01-25,2,0.0,0.307,0.0
1674615600.0,2023-01-25 03:00:00+00:00,local,3.87,2.2,0.82,6.12,1029.0,1029.5,1005.1,83,1.87,,6.0,sky is clear,2023-01-25,3,0.0,0.327,0.0
1674619200.0,2023-01-25 04:00:00+00:00,local,3.28,1.28,1.38,5.66,1029.0,1029.4,1005.0,84,2.08,,3.0,sky is clear,2023-01-25,4,0.0,0.295,0.0
1674622800.0,2023-01-25 05:00:00+00:00,local,3.85,1.96,0.82,5.66,1029.0,1029.5,1005.0,86,2.06,,8.0,sky is clear,2023-01-25,5,0.0,0.328,0.0
1674626400.0,2023-01-25 06:00:00+00:00,local,3.72,1.72,0.82,5.1,1029.0,1029.8,1005.3,86,2.15,,8.0,sky is clear,2023-01-25,6,0.0,0.277,0.0
1674630000.0,2023-01-25 07:00:00+00:00,local,3.59,1.53,0.82,4.54,1030.0,1030.3,1005.8,87,2.19,,8.0,sky is clear,2023-01-25,7,0.0,1.083,0.0
1674633600.0,2023-01-25 08:00:00+00:00,local,3.52,1.57,0.26,4.54,1030.0,1030.8,1006.3,87,2.07,,9.0,sky is clear,2023-01-25,8,0.273,0.0,0.137
1674637200.0,2023-01-25 09:00:00+00:00,local,5.61,3.55,1.93,5.82,1031.0,1031.3,1007.1,72,2.59,,8.0,sky is clear,2023-01-25,9,0.0,0.0,0.287
1674640800.0,2023-01-25 10:00:00+00:00,local,6.74,5.42,4.79,6.82,1031.0,1031.6,1007.6,66,1.97,,4.0,sky is clear,2023-01-25,10,0.0,0.0,0.31
1674644400.0,2023-01-25 11:00:00+00:00,local,7.92,7.07,7.23,7.93,1032.0,1031.6,1007.7,62,1.69,,2.0,sky is clear,2023-01-25,11,0.298,0.0,0.613
1674648000.0,2023-01-25 12:00:00+00:00,local,9.51,8.87,8.72,9.59,1031.0,1031.4,1007.7,57,1.72,,0.0,sky is clear,2023-01-25,12,0.405,0.0,0.648
1674651600.0,2023-01-25 13:00:00+00:00,local,10.19,8.75,8.9,10.82,1031.0,1030.4,1006.8,57,1.31,,0.0,sky is clear,2023-01-25,13,0.0,0.0,0.277
1674655200.0,2023-01-25 14:00:00+00:00,local,11.29,9.83,10.57,11.82,1030.0,1029.8,1006.2,52,1.05,,0.0,sky is clear,2023-01-25,14,0.023,0.0,0.581
1674658800.0,2023-01-25 15:00:00+00:00,local,11.32,9.92,11.12,12.01,1029.0,1029.5,1005.9,54,1.71,,0.0,sky is clear,2023-01-25,15,0.155,0.0,0.401
1674662400.0,2023-01-25 16:00:00+00:00,local,11.19,9.91,8.99,13.04,1029.0,1029.5,1005.9,59,2.2,,0.0,sky is clear,2023-01-25,16,0.176,0.0,0.155
1674666000.0,2023-01-25 17:00:00+00:00,local,10.61,9.32,9.54,11.93,1030.0,1029.6,1005.9,61,1.85,,0.0,sky is clear,2023-01-25,17,0.308,0.0,0.003
1674669600.0,2023-01-25 18:00:00+00:00,local,8.9,7.75,6.38,9.04,1030.0,1029.7,1005.8,71,2.2,,0.0,sky is clear,2023-01-25,18,0.564,0.0,0.0
1674673200.0,2023-01-25 19:00:00+00:00,local,6.32,4.67,5.26,8.43,1030.0,1029.9,1006.1,73,2.26,,0.0,sky is clear,2023-01-25,19,0.741,0.0,0.0
1674676800.0,2023-01-25 20:00:00+00:00,local,7.67,6.28,4.15,7.93,1030.0,1030.5,1006.3,76,2.23,,0.0,sky is clear,2023-01-25,20,1.811,0.0,0.0
