temp,feels_like,temp_min,temp_max,humidity,rain_1h,clouds_all,Normal (kWh),Horario Economico (kWh),Autoconsumo (kWh),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),broken clouds,few clouds,heavy intensity rain,light rain,moderate rain,overcast clouds,scattered clouds,sky is clear,Injeçao na rede (kWh)
16.8,16.96,15.57,16.82,93,0.6,100,0.51,0.0,0.0,22.0,15.7,0.421,14.0,0.0,14.0,0.0,224.6,6.5,0.0,6.5,0.0,104.8,0,0,0,1,0,0,0,0,None
15.32,14.97,15.15,18.99,79,0.14,95,0.572,0.0,0.37,27.0,15.2,0.383,653.0,412.0,241.0,483.2,1153.6,631.7,398.5,233.1,483.2,1115.9,0,0,0,1,0,0,0,0,None
18.56,18.9,17.57,20.66,93,0.0,100,0.397,0.0,0.0,10.8,19.0,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
8.02,6.16,4.23,8.43,77,0.0,2,0.0,0.274,0.0,22.7,6.0,0.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
11.71,11.34,10.1,11.82,92,0.0,100,0.0,0.564,0.0,12.2,10.7,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
14.77,14.7,14.59,17.72,92,0.0,79,0.32,0.0,0.028,47.5,14.2,0.416,41.0,16.0,25.0,118.7,145.4,76.1,29.7,46.4,151.9,269.7,1,0,0,0,0,0,0,0,None
28.42,28.12,16.72,29.04,41,0.0,98,0.262,0.0,0.0,10.1,30.9,0.1,2.0,0.0,2.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
14.48,14.15,12.72,14.59,83,0.0,50,0.0,0.316,0.0,25.2,15.5,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
21.47,21.6,15.72,21.82,74,0.0,30,0.0,0.35,0.0,4.7,21.6,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
18.18,18.33,17.57,18.48,87,0.0,59,0.535,0.0,0.0,11.9,18.6,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
13.14,12.36,11.72,15.9,71,0.0,99,0.0,0.38,0.0,10.4,11.6,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
16.78,16.84,15.26,17.01,89,0.18,100,0.0,0.275,0.0,31.7,16.9,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
6.74,4.69,3.12,6.77,68,0.0,0,0.0,0.215,0.029,15.8,5.5,0.3,28.0,14.0,14.0,134.2,83.1,62.7,31.4,31.4,230.7,186.1,0,0,0,0,0,0,0,1,None
10.7,9.94,6.45,10.72,81,0.0,0,0.0,1.292,0.012,16.6,6.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
10.73,10.34,9.23,11.77,95,0.0,63,0.0,0.269,0.0,11.9,11.4,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
14.08,14.0,13.34,14.72,94,0.81,96,0.0,0.501,0.0,18.7,13.3,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
14.54,13.98,12.88,14.72,74,0.0,81,0.0,0.436,0.0,15.8,11.9,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
22.05,22.16,16.72,24.23,71,0.0,17,0.0,0.321,0.0,5.8,22.3,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
19.33,19.22,17.72,21.77,73,0.0,0,0.0,0.433,0.0,14.8,23.3,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
17.24,17.32,15.72,19.54,88,0.0,0,0.0,0.267,0.0,14.0,20.7,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
14.48,14.2,12.72,14.79,85,0.0,1,0.61,0.0,0.0,12.6,13.6,0.313,2.0,0.0,2.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
11.82,11.17,11.72,13.44,81,0.0,78,0.0,0.403,0.0,11.5,8.4,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
15.72,15.38,15.34,17.33,78,0.0,91,0.21,0.0,0.274,28.1,15.7,0.381,601.0,400.0,201.0,511.7,1057.5,562.2,374.2,188.0,511.7,989.2,0,0,0,0,0,1,0,0,None
18.94,18.72,16.72,21.22,70,0.0,0,0.78,0.0,0.0,12.2,17.8,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
12.97,12.7,12.57,14.54,91,0.0,100,0.343,0.0,0.0,12.2,12.3,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
22.25,22.59,18.72,22.37,79,0.0,82,0.446,0.0,0.013,40.3,21.5,0.3,92.0,17.0,75.0,73.4,309.2,55.6,10.3,45.3,73.4,186.9,1,0,0,0,0,0,0,0,None
24.92,25.32,17.72,25.15,71,0.0,1,0.209,0.0,0.006,20.5,29.9,0.101,27.0,12.0,15.0,113.8,81.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
18.43,18.5,17.23,19.79,83,0.0,91,0.472,0.0,0.0,20.9,19.9,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
18.38,18.39,16.72,19.23,81,0.0,85,0.28,0.0,0.0,16.2,17.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
11.9,11.26,11.45,12.88,81,0.0,82,1.091,0.0,0.324,42.1,9.9,0.345,278.0,193.0,85.0,548.0,496.1,309.4,214.8,94.6,548.0,552.1,1,0,0,0,0,0,0,0,None
15.75,15.37,15.34,16.78,76,0.0,94,0.348,0.0,0.0,26.3,13.4,0.381,47.0,23.0,24.0,196.5,120.0,3.2,1.6,1.6,18.0,8.2,0,0,0,0,0,1,0,0,None
11.77,11.27,10.01,11.82,87,0.0,2,0.0,0.7,0.0,14.8,9.8,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
19.08,19.47,18.68,20.01,93,1.13,100,0.547,0.0,0.01,40.0,18.5,0.42,3.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
31.52,32.48,22.72,31.82,45,0.0,9,0.55,0.0,0.174,18.4,33.1,0.104,237.0,159.0,78.0,489.8,434.9,168.8,113.3,55.6,489.8,309.8,0,0,0,0,0,0,0,1,None
14.3,13.64,9.72,14.59,71,0.0,4,0.267,0.0,0.0,11.5,11.7,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
19.8,19.98,18.43,21.38,82,0.57,100,1.383,0.0,0.257,42.1,17.5,0.229,62.0,2.0,60.0,3.2,870.5,61.1,2.0,59.2,3.2,858.6,0,0,0,1,0,0,0,0,None
11.78,11.42,10.34,11.82,92,0.0,88,0.0,0.263,0.0,18.4,11.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
11.82,11.51,11.68,11.82,94,0.0,94,0.0,1.7,0.02,5.4,11.2,0.383,14.0,0.0,14.0,0.0,123.3,28.9,0.0,28.9,0.0,254.6,0,0,0,0,0,1,0,0,None
16.78,17.02,15.66,16.93,96,2.75,100,0.0,0.259,0.0,51.5,14.7,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
12.4,12.07,11.68,12.88,91,0.2,98,0.0,0.583,0.0,13.0,11.8,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
21.21,21.53,18.04,21.77,82,0.0,0,0.0,0.263,0.0,10.1,18.8,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
6.12,3.51,3.88,7.72,72,0.0,4,1.145,0.0,0.0,33.1,7.7,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
14.51,14.29,13.43,14.59,87,0.0,26,0.303,0.0,0.0,12.6,12.3,0.417,47.0,28.0,19.0,247.4,106.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
11.83,11.24,10.26,12.79,83,0.0,93,0.3,0.0,0.0,2.2,11.4,0.401,33.0,7.0,26.0,59.6,115.9,0.2,0.0,0.1,0.4,0.6,0,0,0,0,0,1,0,0,None
15.11,15.13,14.54,15.15,94,0.0,100,0.0,0.368,0.0,16.2,14.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
14.57,14.54,13.43,15.26,94,2.91,100,0.0,0.421,0.0,34.6,13.1,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
16.78,16.26,15.34,17.32,67,0.0,54,0.198,0.0,0.15,34.9,17.3,0.325,136.0,74.0,62.0,356.5,286.7,78.8,42.9,35.9,356.5,166.2,1,0,0,0,0,0,0,0,None
6.71,6.71,5.1,7.57,85,0.0,71,0.0,0.233,0.0,7.2,5.8,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
12.82,12.64,11.68,12.93,95,0.0,39,0.0,0.29,0.0,6.8,8.7,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
15.14,14.41,14.72,15.66,65,0.0,49,0.807,0.0,0.001,12.2,13.7,0.349,5.0,1.0,4.0,14.6,33.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
17.51,17.61,15.34,17.72,88,0.0,70,0.0,0.427,0.0,9.7,16.8,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
19.0,19.2,17.72,20.34,86,0.0,38,0.0,0.202,0.0,11.5,21.9,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
15.2,14.97,14.79,15.82,84,0.0,100,0.358,0.0,0.0,24.8,14.5,0.412,34.0,1.0,33.0,7.4,158.0,8.6,0.3,8.4,2.9,40.1,0,0,0,0,0,1,0,0,None
17.95,17.86,17.79,18.72,79,0.0,82,0.0,0.51,0.0,11.5,17.2,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
11.81,11.37,10.57,11.82,89,0.0,99,0.0,0.381,0.0,4.3,9.2,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
17.83,18.12,15.72,18.43,94,0.0,100,0.0,0.429,0.001,5.8,17.3,0.388,19.0,7.0,12.0,68.4,79.7,42.6,15.7,26.9,118.9,178.7,0,0,0,0,0,1,0,0,None
8.48,6.93,7.72,10.1,86,0.0,0,0.0,1.669,0.0,13.3,5.0,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
11.61,10.63,7.72,11.82,69,0.0,80,0.0,0.241,0.0,13.7,9.0,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
12.9,12.28,11.68,13.99,78,0.0,91,1.029,0.0,0.0,11.2,12.1,0.296,3.0,0.0,3.0,0.0,28.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
17.25,16.73,13.72,17.37,65,0.0,0,0.0,0.192,0.154,21.6,13.1,0.251,130.0,81.0,49.0,439.6,247.9,196.1,122.2,73.9,439.6,374.0,0,0,0,0,0,0,0,1,None
12.26,11.6,11.68,13.43,79,0.0,93,0.351,0.0,0.017,32.0,13.9,0.234,56.0,27.0,29.0,202.6,132.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
16.59,16.0,12.72,16.82,65,0.0,0,0.677,0.0,0.0,7.2,13.3,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
16.82,16.99,16.68,17.33,93,0.0,100,0.666,0.0,0.0,9.7,16.3,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
16.25,16.38,15.34,16.72,94,6.72,95,0.354,0.0,0.015,56.9,14.0,0.43,1.0,0.0,1.0,0.0,56.1,2.3,0.0,2.3,0.0,131.0,0,0,1,0,0,0,0,0,None
17.68,17.67,15.72,21.45,83,0.0,0,0.0,0.214,0.0,12.2,22.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
7.37,7.37,6.45,7.79,90,0.0,54,0.0,0.458,0.0,9.4,5.2,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
11.8,11.2,11.12,12.01,83,0.0,26,0.472,0.0,0.0,22.7,11.4,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
15.22,14.96,14.45,16.45,83,0.0,41,0.675,0.0,0.0,10.8,17.2,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
16.18,15.76,14.23,17.72,73,0.0,39,1.046,0.0,0.0,21.2,12.3,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
20.25,20.65,19.79,21.72,89,1.91,39,0.0,0.354,0.0,34.9,19.5,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
16.26,16.42,15.1,17.01,95,0.28,100,0.355,0.0,0.037,24.5,15.1,0.423,120.0,16.0,104.0,43.6,513.6,102.7,13.7,89.0,43.6,439.4,0,0,0,1,0,0,0,0,None
6.74,6.74,3.68,6.82,81,0.0,77,0.0,0.411,0.0,10.1,5.9,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
11.78,11.39,10.66,11.82,91,2.27,99,0.33,0.0,0.008,19.1,10.3,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
7.78,6.41,5.72,9.23,86,0.0,0,0.0,0.3,0.0,9.4,7.2,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
10.39,9.73,8.72,12.89,86,0.0,1,0.0,0.236,0.0,18.7,8.1,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
9.74,8.85,7.57,11.22,77,0.0,1,0.0,0.707,0.0,14.4,5.2,0.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
17.95,17.37,17.79,18.68,60,0.0,84,0.429,0.0,0.011,11.2,16.7,0.348,91.0,13.0,78.0,52.0,343.7,56.6,8.1,48.5,52.0,213.9,1,0,0,0,0,0,0,0,None
24.49,25.08,18.72,26.41,80,0.0,0,0.678,0.0,0.019,8.3,24.7,0.19,55.0,27.0,28.0,210.2,128.5,6.2,3.0,3.1,34.7,14.4,0,0,0,0,0,0,0,1,None
9.66,9.66,8.68,10.72,94,0.0,100,0.0,0.382,0.0,11.2,8.6,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
11.23,10.71,9.79,11.26,88,0.0,40,0.0,0.514,0.0,13.7,9.3,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
19.96,20.18,17.72,20.15,83,0.41,47,0.0,0.176,0.0,14.8,18.3,0.193,15.0,2.0,13.0,18.4,85.2,33.8,4.5,29.3,31.1,192.2,0,0,0,1,0,0,0,0,None
23.21,23.36,22.01,26.12,68,0.0,83,0.0,0.545,0.0,13.7,19.1,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
11.81,11.5,11.21,12.33,94,1.6,100,0.0,1.285,0.0,25.6,11.4,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
11.81,11.47,11.68,12.01,93,0.37,41,1.14,0.0,0.0,25.9,11.6,0.362,2.0,0.0,2.0,0.0,33.7,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
15.65,15.7,14.45,15.72,93,0.0,100,0.276,0.0,0.014,10.8,14.1,0.406,27.0,3.0,24.0,26.3,98.9,58.6,6.5,52.1,42.1,214.8,0,0,0,0,0,1,0,0,None
15.17,15.22,14.45,16.45,95,0.71,100,0.243,0.0,0.068,14.0,13.8,0.43,46.0,0.0,46.0,0.0,474.6,51.6,0.0,51.6,0.0,532.1,0,0,0,1,0,0,0,0,None
17.92,18.12,17.72,18.04,90,0.76,83,0.0,1.054,0.0,43.6,15.8,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
12.97,12.49,12.57,13.72,83,0.0,85,1.089,0.0,0.009,31.7,13.0,0.242,38.0,13.0,25.0,96.4,136.8,1.2,0.4,0.8,4.7,4.3,0,0,0,0,0,1,0,0,None
14.28,13.96,12.72,16.77,84,0.0,1,0.0,0.442,0.002,9.4,14.1,0.201,7.0,2.0,5.0,27.2,40.9,17.4,5.0,12.4,56.9,101.5,0,0,0,0,0,0,0,1,None
18.34,18.37,14.71,18.99,82,0.0,0,0.0,0.186,0.0,5.4,17.8,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
15.01,14.34,10.72,15.15,68,0.0,33,0.0,0.334,0.0,11.5,10.5,0.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
10.07,8.73,8.12,10.67,61,0.0,0,0.0,0.588,0.0,11.5,8.5,0.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
17.17,17.21,15.9,17.88,87,0.0,57,0.0,0.445,0.0,13.7,17.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
18.49,16.97,18.12,18.72,22,0.0,2,0.314,0.0,0.165,12.6,12.4,0.298,325.0,265.0,60.0,792.4,471.5,263.0,214.4,48.6,792.4,381.6,0,0,0,0,0,0,0,1,None
7.23,7.23,5.57,7.57,83,0.0,55,0.0,0.267,0.0,13.0,6.3,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
15.87,15.99,15.7,17.88,95,0.91,99,0.341,0.0,0.131,44.3,15.3,0.43,46.0,0.0,46.0,0.0,274.7,25.8,0.0,25.8,0.0,154.3,0,0,0,1,0,0,0,0,None
20.82,20.79,14.72,21.26,70,0.0,8,0.0,0.289,0.0,7.2,18.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
10.73,10.31,10.1,11.72,94,0.0,100,0.274,0.0,0.046,17.6,8.6,0.364,2.0,0.0,2.0,0.0,49.7,4.8,0.0,4.8,0.0,118.9,0,0,0,0,0,1,0,0,None
18.78,18.72,14.72,19.79,77,0.0,98,0.585,0.0,0.0,12.6,18.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
13.5,13.15,13.48,14.0,86,0.0,53,0.0,0.573,0.0,43.6,12.3,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
13.47,13.33,12.88,14.23,94,0.35,100,0.181,0.0,0.0,43.9,12.2,0.404,35.0,0.0,35.0,0.0,339.6,43.7,0.0,43.7,0.0,423.6,0,0,0,1,0,0,0,0,None
9.49,8.82,7.88,9.79,94,0.12,61,0.0,0.301,0.0,13.0,8.7,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
15.14,14.64,12.72,15.15,74,0.0,0,0.252,0.0,0.0,11.5,11.8,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
19.57,19.38,13.72,19.59,69,0.0,3,0.0,0.258,0.0,6.5,15.3,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
16.28,16.37,15.26,16.77,92,0.31,100,0.0,0.515,0.0,38.9,15.5,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,None
7.72,6.25,3.68,8.44,76,0.0,0,0.0,0.369,0.0,16.9,4.1,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
27.48,27.82,18.72,29.23,49,0.0,60,0.655,0.0,0.039,15.1,30.0,0.099,50.0,27.0,23.0,214.6,118.9,1.0,0.5,0.5,6.3,2.4,1,0,0,0,0,0,0,0,None
18.68,18.56,16.72,21.77,75,0.0,24,0.0,0.382,0.0,8.6,23.4,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
9.1,6.92,8.43,10.72,90,0.0,97,0.0,0.246,0.0,19.1,7.8,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
11.23,10.89,9.23,12.32,95,0.0,53,0.0,0.252,0.0,11.9,10.4,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
11.54,10.73,11.12,11.82,76,0.0,100,0.307,0.0,0.0,19.4,10.7,0.401,28.0,0.0,28.0,0.0,285.2,15.2,0.0,15.2,0.0,155.0,0,0,0,0,0,1,0,0,None
8.73,7.08,7.01,10.1,61,0.0,0,0.0,0.312,0.0,18.7,7.2,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
11.8,11.52,11.21,12.01,95,0.0,97,0.076,0.0,0.21,13.3,9.8,0.371,49.0,2.0,47.0,11.3,248.7,72.3,3.0,69.3,11.3,366.9,0,0,0,0,0,1,0,0,None
16.69,16.82,14.72,16.82,92,0.0,96,0.375,0.0,0.0,9.4,16.1,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
17.95,18.02,17.23,18.99,85,0.0,100,0.0,0.654,0.0,11.2,18.2,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
12.33,11.37,9.72,16.12,67,0.0,0,0.502,0.0,0.0,14.8,10.7,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
17.63,17.46,15.72,20.66,77,0.0,0,0.0,0.201,0.0,14.4,20.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
15.6,15.64,13.6,16.77,93,0.0,100,0.0,0.49,0.0,7.6,16.3,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
22.29,22.66,19.45,22.49,80,0.0,31,0.785,0.0,0.004,14.4,22.3,0.362,18.0,7.0,11.0,72.4,71.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
18.49,18.82,18.34,18.72,93,3.08,100,0.457,0.0,0.0,47.2,16.2,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,None
9.07,7.49,8.9,9.72,90,0.0,80,0.0,1.209,0.0,15.1,7.3,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
14.07,13.78,12.57,14.54,86,0.0,0,0.0,0.372,0.0,20.2,12.5,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,None
6.56,4.6,2.01,7.72,83,0.0,66,0.0,0.227,0.0,13.7,3.9,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,None
14.55,14.02,13.12,14.59,75,0.0,27,0.632,0.0,0.0,13.3,13.5,0.398,5.0,1.0,4.0,14.9,32.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,None
8.83,7.96,8.12,8.99,96,0.0,23,0.0,0.353,0.0,9.7,8.6,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,None
13.49,13.04,11.72,15.67,82,0.0,90,0.0,0.318,0.0,11.2,12.4,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
21.0,20.51,15.72,21.26,52,0.0,97,0.0,0.525,0.0,9.0,19.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,None
12.34,11.88,11.45,13.04,86,0.21,100,0.348,0.0,0.042,12.6,11.1,0.413,36.0,0.0,36.0,0.0,627.1,33.4,0.0,33.4,0.0,582.5,0,0,0,1,0,0,0,0,None
